data
3
X
Y
Au
   264.55700        0.0000000       0.12513000    
   274.55700        0.0000000       0.44761200    
   284.55700        0.0000000       0.52148000E-01
   294.90700       0.10000000E-01   0.41910000E-01
   304.90700       0.30000000E-01   0.50068000E-01
   314.90700       0.50000000E-01   0.95998000E-01
   324.90700       0.70000000E-01   0.50288000E-01
   334.90700       0.90000000E-01   0.13128800    
   344.90700       0.11000000       0.35152000E-01
   10.000000        3.0960000       0.13586800    
   20.000000        3.0960000       0.29074000E-01
   219.55700        5.0000000       0.67024000E-01
   229.55700        5.0000000       0.24774000E-01
   239.55700        5.0000000       0.25774000E-01
   259.55700        5.0000000       0.86120000E-01
   269.55700        5.0000000       0.18811400    
   279.55700        5.0000000       0.86340000E-01
   289.89700        5.0000000       0.10015600    
   299.89700        5.0200000       0.58106000E-01
   309.89700        5.0400000       0.17429800    
   319.89700        5.0600000       0.24794000E-01
   329.89700        5.0800000       0.20596000E-01
   339.89700        5.1000000       0.13578000E-01
   5.0000000        8.0960000       0.12257000    
   15.000000        8.0960000       0.96716000E-01
   25.000000        8.0960000       0.13266800    
   35.000000        8.0960000       0.35612000E-01
   214.55700        10.000000       0.11279200    
   224.55700        10.000000       0.15094400    
   234.55700        10.000000       0.54648000E-01
   254.55700        10.000000       0.70124000E-01
   264.55700        10.000000       0.25954000E-01
   274.55700        10.000000       0.32472000E-01
   284.55700        10.000000       0.77802000E-01
   294.88700        10.010000       0.44970000E-01
   304.88700        10.030000       0.97076000E-01
   314.88700        10.050000       0.40670000E-01
   324.88700        10.070000       0.13818000E-01
   334.88700        10.090000       0.66524000E-01
   344.88700        10.110000       0.19339400    
   10.000000        13.096000       0.40710000E-01
   20.000000        13.096000        2.7390500    
   30.000000        13.096000       0.16738000    
   40.000000        13.096000       0.31512000E-01
   50.000000        13.096000       0.88120000E-01
   209.55700        15.000000       0.23260400    
   219.55700        15.000000       0.11923200    
   229.55700        15.000000       0.18056000E-01
   239.55700        15.000000       0.69744000E-01
   249.55700        15.000000       0.14438600    
   259.55700        15.000000       0.11375200    
   269.55700        15.000000       0.28593000    
   279.55700        15.000000       0.32634000    
   289.86700        15.000000       0.25583800    
   299.86700        15.020000       0.44690000E-01
   309.86700        15.040000       0.27117400    
   319.86700        15.060000       0.42383600    
   329.86700        15.080000       0.44210000E-01
   339.86700        15.100000       0.11889200    
   5.0000000        18.096000       0.76042000E-01
   15.000000        18.096000       0.12218000E-01
   25.000000        18.096000       0.17316000E-01
   35.000000        18.096000       0.24460000    
   45.000000        18.096000       0.16934000    
   55.000000        18.096000       0.13366800    
   66.160000        18.186000       0.21444800    
   204.55700        20.000000       0.23314400    
   214.55700        20.000000       0.15014400    
   224.55700        20.000000       0.60600000E-02
   234.55700        20.000000       0.18216000E-01
   244.55700        20.000000       0.46554600    
   254.55700        20.000000       0.21996600    
   264.55700        20.000000       0.17536000E-01
   274.55700        20.000000       0.21368800    
   284.55700        20.000000       0.15028400    
   294.85700        20.010000       0.15112400    
   304.85700        20.030000       0.81200000E-01
   314.85700        20.050000       0.13200800    
   324.85700        20.070000       0.18021600    
   334.85700        20.090000       0.14880400    
   344.85700        20.110000       0.39630000E-01
   181.27000        22.756000       0.89698000E-01
   191.27000        22.756000       0.25349800    
   10.000000        23.096000       0.47030000E-01
   20.000000        23.096000       0.72402000E-01
   30.000000        23.096000       0.36832000E-01
   40.000000        23.096000       0.30874000E-01
   50.000000        23.096000       0.28367200    
   61.160000        23.186000       0.78462000E-01
   71.160000        23.186000       0.91398000E-01
   81.160000        23.186000       0.52528000E-01
   91.160000        23.186000       0.97836000E-01
   209.55700        25.000000       0.36472000E-01
   219.55700        25.000000       0.44423200    
   229.55700        25.000000       0.51107600    
   239.55700        25.000000       0.16818000    
   249.55700        25.000000       0.38506600    
   259.55700        25.000000       0.38400000E-02
   269.55700        25.000000       0.26974000E-01
   279.55700        25.000000       0.47158600    
   289.84700        25.000000       0.12551000    
   299.84700        25.020000       0.11387200    
   309.84700        25.040000       0.80040000E-01
   319.84700        25.060000       0.21760800    
   329.84700        25.080000       0.24474000E-01
   339.84700        25.100000       0.14052600    
   136.27000        27.756000       0.98256000E-01
   146.27000        27.756000       0.11205400    
   156.27000        27.756000       0.76262000E-01
   166.27000        27.756000       0.66985600    
   176.27000        27.756000       0.99656000E-01
   186.27000        27.756000       0.96496000E-01
   196.27000        27.756000       0.33452000E-01
   5.0000000        28.096000       0.15614200    
   15.000000        28.096000       0.69784000E-01
   25.000000        28.096000       0.91755600    
   35.000000        28.096000        2.1549540    
   45.000000        28.096000       0.13794600    
   55.000000        28.096000       0.18825400    
   66.160000        28.186000       0.58575800    
   76.160000        28.186000       0.25741800    
   86.160000        28.186000       0.66177800    
   96.160000        28.186000       0.31372400    
   204.55700        30.000000       0.10785400    
   214.55700        30.000000       0.60705200    
   224.55700        30.000000       0.33652000E-01
   234.55700        30.000000       0.94578000E-01
   244.55700        30.000000       0.56572200    
   254.55700        30.000000       0.75202000E-01
   264.55700        30.000000       0.68784000E-01
   274.55700        30.000000       0.97116000E-01
   284.55700        30.000000       0.19736000E-01
   294.83700        30.010000       0.55028000E-01
   304.83700        30.030000       0.23074000E-01
   314.83700        30.050000       0.42200000E-02
   324.83700        30.070000       0.10618000E-01
   334.83700        30.090000       0.97580000E-02
   344.83700        30.110000       0.75380000E-02
   131.27000        32.756000       0.21432800    
   141.27000        32.756000       0.24366000    
   151.27000        32.756000       0.55768400    
   161.27000        32.756000       0.83360000E-01
   171.27000        32.756000       0.71138600    
   181.27000        32.756000       0.27611400    
   191.27000        32.756000       0.13198800    
   0.0000000        33.096000       0.15404200    
   10.000000        33.096000       0.55228000E-01
   20.000000        33.096000       0.13438000E-01
   30.000000        33.096000       0.13568800    
   40.000000        33.096000       0.28454000E-01
   50.000000        33.096000       0.17467800    
   61.160000        33.186000       0.28413200    
   71.160000        33.186000       0.35073400    
   81.160000        33.186000       0.10435600    
   91.160000        33.186000       0.13024800    
   101.16000        33.186000       0.25574000E-01
   111.16000        33.186000       0.85200000E-01
   121.16000        33.186000       0.73882000E-01
   209.55700        35.000000       0.10215600    
   219.55700        35.000000       0.15218400    
   229.55700        35.000000       0.11761200    
   239.55700        35.000000       0.10573400    
   249.55700        35.000000       0.62046000E-01
   259.55700        35.000000       0.11518000E-01
   269.55700        35.000000       0.74580000E-02
   279.55700        35.000000       0.11158000E-01
   289.82700        35.000000       0.82780000E-02
   299.82700        35.020000       0.76580000E-02
   309.82700        35.040000       0.22134600    
   319.82700        35.060000       0.11400000E-02
   329.82700        35.080000       0.10398000E-01
   339.82700        35.100000       0.12775000    
   136.27000        37.756000       0.34712000E-01
   146.27000        37.756000       0.13650800    
   156.27000        37.756000       0.31198400    
   166.27000        37.756000       0.88120000E-01
   176.27000        37.756000       0.78402000E-01
   186.27000        37.756000       0.13426800    
